gene_symbol,Zmynd8
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_id,MGP_IMM_022_001
pvalue,0.8921715
parameter_name,KLRG1+ gd T cells - % of gd T cells
analysis_id,b8b95f3nrn3z561
gene_accession_id,MGI:1918025
