parameter_id,IMPC_OFD_011_001
gene_accession_id,MGI:1915678
parameter_name,Periphery resting time
gene_symbol,Steap3
analysis_id,z76mt054355x805
pvalue,0.1163113
mouse_strain,C57BL
mouse_life_stage,Early adult
