gene_symbol,Bcs1l
mouse_life_stage,E12.5
pvalue,0.5203265
parameter_id,IMPC_CSD_007_001
gene_accession_id,MGI:1914071
parameter_name,Coat - color - abdomen
mouse_strain,C57BL
analysis_id,ckkwlr839r16432
