parameter_name,Periphery distance travelled
parameter_id,JAX_OFD_010_001
analysis_id,2bvq39m6t9175b0
mouse_life_stage,Early adult
gene_symbol,Toporsl
gene_accession_id,MGI:1915524
pvalue,0.5221071
mouse_strain,C57BL
