gene_symbol,Galnt13
parameter_id,MGP_IMM_070_001
mouse_life_stage,Late adult
analysis_id,3l6tl4rx0ntgwcg
mouse_strain,C57BL
gene_accession_id,MGI:2139447
pvalue,0.5258041
parameter_name,Total ab T cells - % of CD45+
