gene_symbol,Zyg11b
mouse_strain,C57BL
parameter_id,MGP_IMM_073_001
analysis_id,w3h3r39y4cdri04
gene_accession_id,MGI:2685277
mouse_life_stage,E18.5
pvalue,0.167361
parameter_name,Effector CD4+ T helper cells - % of CD45+
