pvalue,0.1295429
parameter_name,Iris/Pupil
parameter_id,IMPC_EYE_010_001
mouse_strain,C57BL
gene_accession_id,MGI:2441730
analysis_id,69p881a14jowdng
gene_symbol,Tbl1xr1
mouse_life_stage,Late adult
