parameter_name,Distance travelled - total
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,s1c9289hgh6qugu
gene_symbol,Sgip1
gene_accession_id,MGI:1920344
parameter_id,JAXLA_OFD_020_001
pvalue,0.9851286
