parameter_id,IMPC_EYE_056_001
pvalue,0.8656247
gene_accession_id,MGI:1916363
parameter_name,Mean left eye lens density
mouse_life_stage,Early adult
analysis_id,2y1273w1914855s
gene_symbol,Alkbh3
mouse_strain,C57BL
