parameter_name,30kHz-evoked ABR Threshold
Mouse_life_stage,Early adult
gene_accession_id,MGI:3045306
parameter_id,IMPC_ABR_012_001
mouse_strain,C57BL
Gene_symbol,Exd1
Analysis_id,397y7yo01z78k4m
Pvalue,0.2288248
