parameter_id,IMPC_XRY_033_001
analysis_id,82wr670n382dmr1
parameter_name,Tibia length
mouse_strain,C57BL
gene_symbol,Slc45a3
mouse_life_stage,Early adult
pvalue,0.4257899
gene_accession_id,MGI:1922082
