gene_symbol,Secisbp2l
parameter_id,MGP_MLN_074_001
mouse_life_stage,Middle aged adult
pvalue,0.3852694
mouse_strain,C57BL
parameter_name,Effector CD8+ T cells - % of CD45+
gene_accession_id,MGI:1917604
analysis_id,0b79z3t5d8l1dx4
