parameter_name,Distance travelled - total
pvalue,0.2020736
mouse_strain,129SV
gene_symbol,Inpp1
parameter_id,JAXLA_OFD_020_001
mouse_life_stage,Early adult
analysis_id,n49b1kd3i420098
gene_accession_id,MGI:104848
