parameter_name,Total cholesterol
gene_accession_id,MGI:88328
pvalue,0.2395795
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,90xs9090c6i3nq2
parameter_id,IMPC_CBC_015_001
gene_symbol,Tnfsf8
