gene_symbol,Rab17
pvalue,0.3226732
mouse_strain,C57BL
analysis_id,5bjj1hof2905vz0
gene_accession_id,MGI:104640
mouse_life_stage,Early adult
parameter_id,IMPC_ECG_004_001
parameter_name,RR
