gene_symbol,Secisbp2l
pvalue,0.9559078
parameter_id,ESLIM_016_001_005
analysis_id,13f1x7sb6g5w1hy
gene_accession_id,MGI:1917604
mouse_life_stage,Middle aged adult
parameter_name,Mean cell volume
mouse_strain,C57BL
