parameter_id,IMPC_GEO_064_001
mouse_strain,C57BL
gene_symbol,Cisd2
gene_accession_id,MGI:1914256
parameter_name,Edema
mouse_life_stage,Early adult
pvalue,0.6772682
analysis_id,jj2stw199e32vd3
