parameter_name,Lens Opacity
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,UCDLA_EYE_017_001
gene_accession_id,MGI:1919935
analysis_id,95piw95049733k8
gene_symbol,Dnajc6
pvalue,0.3946629
