gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,M-G-P_008_001_013
pvalue,0.6435707
analysis_id,07156kne7w22zv5
parameter_name,Startle Response
