parameter_id,ESLIM_016_001_002
pvalue,0.7462525
mouse_strain,C57BL
analysis_id,9rho3y4iyc4706p
mouse_life_stage,Early adult
gene_symbol,Abo
parameter_name,Red blood cell count
gene_accession_id,MGI:2135738
