gene_symbol,Snap23
parameter_name,Red blood cell count
mouse_strain,C57BL
parameter_id,IMPC_HEM_002_001
mouse_life_stage,Early adult
analysis_id,5gy79179rcu193t
pvalue,0.8853617
gene_accession_id,MGI:109356
