gene_symbol,Zmynd8
analysis_id,vbx898d3v3a0w4l
gene_accession_id,MGI:1918025
pvalue,0.5795118
mouse_strain,129SV
parameter_id,IMPC_HEM_037_001
mouse_life_stage,Early adult
parameter_name,Basophil cell count
