parameter_id,MGP_MLN_074_001
pvalue,0.7282136
gene_symbol,Amigo1
parameter_name,Effector CD8+ T cells - % of CD45+
gene_accession_id,MGI:2653612
mouse_life_stage,Early adult
analysis_id,y712j1r436vrsp4
mouse_strain,C57BL
