gene_symbol,Cdin1
pvalue,0.6240485
parameter_name,Whole arena resting time
analysis_id,4372oj3f70lv243
gene_accession_id,MGI:3026886
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_007_001
mouse_life_stage,E9.5
