gene_symbol,Kifap3
pvalue,0.5246615
mouse_life_stage,Early adult
gene_accession_id,MGI:107566
parameter_name,B2B Cells
parameter_id,IMPC_IMM_065_001
analysis_id,7814srry72zj2a7
mouse_strain,C57BL
