parameter_name,Hemoglobin
pvalue,0.9161082
gene_symbol,Sema6c
mouse_life_stage,Early adult
analysis_id,3j03ikhf0801495
gene_accession_id,MGI:1338032
parameter_id,IMPC_HEM_003_001
mouse_strain,C57BL
