gene_symbol,Col11a1
pvalue,0.6906085
mouse_life_stage,Early adult
gene_accession_id,MGI:88446
parameter_id,M-G-P_008_001_013
parameter_name,Startle Response
mouse_strain,C57BL
analysis_id,6535314h0j4gax6
