parameter_name,HDL-cholesterol
gene_accession_id,MGI:2685053
parameter_id,IMPC_CBC_016_001
mouse_life_stage,Early adult
pvalue,0.1656966
mouse_strain,C50BL
analysis_id,k77nsr28y8x23ry
gene_symbol,Ntmt2
