gene_symbol,Tiprl
gene_accession_id,MGI:1915087
analysis_id,7t58c1cw712p16q
mouse_strain,C57BL
parameter_id,IMPC_XRY_065_001
parameter_name,Lumbar processes
mouse_life_stage,E12.5
pvalue,0.4827105
