mouse_strain,C57BL
gene_symbol,Nucks1
gene_accession_id,MGI:1934811
analysis_id,87d129nl0dj152k
mouse_life_stage,Late adult
parameter_name,Total CD4+ T cells - % of CD45+
pvalue,0.4583004
parameter_id,MGP_IMM_071_001
