parameter_id,HMGULA_CBC_003_001
gene_symbol,Extl1
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.9299909
parameter_name,Chloride
gene_accession_id,MGI:1888742
analysis_id,8u19r1fex30ka38
