parameter_id,JAX_URI_002_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,2e9e68t462k22u5
gene_accession_id,MGI:1914556
parameter_name,Creatinine
gene_symbol,Zc2hc1a
pvalue,0.2129504
