gene_symbol,Slc28a2
pvalue,0.7642421
gene_accession_id,MGI:1913105
parameter_id,MGP_IMM_041_001
parameter_name,Total B cells - % of CD45+
mouse_life_stage,Early adult
analysis_id,3i6hmp2qf8k2ok5
mouse_strain,C57BL
