gene_symbol,Hpca
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,lens
parameter_id,M-G-P_014_001_009
pvalue,0.7085985
gene_accession_id,MGI:1336200
analysis_id,u5t9oe5ilg3339w
