parameter_id,IMPC_DXA_003_001
mouse_strain,C57BL
gene_accession_id,MGI:2181659
analysis_id,zb5f66384i31n9v
mouse_life_stage,Early adult
gene_symbol,Tox
pvalue,0.177619
parameter_name,Lean mass
