mouse_strain,C57BL
pvalue,0.5041006
parameter_id,MGP_IMM_112_001
mouse_life_stage,Early adult
gene_accession_id,MGI:2139080
gene_symbol,Dzank1
analysis_id,dmkja8b9qybor83
parameter_name,Follicular B cells - % of CD45+
