parameter_id,MGP_PBI_014_001
gene_accession_id,MGI:891989
mouse_strain,C57BL
gene_symbol,Npbwr1
pvalue,0.2404202
analysis_id,896vbpz972u19h5
mouse_life_stage,Early adult
parameter_name,B cell percentage
