parameter_name,Fat/Body weight
gene_symbol,Hpca
pvalue,0.7446719
analysis_id,91h13e5z41sk740
mouse_strain,C57BL
gene_accession_id,MGI:1336200
parameter_id,JAXLA_DXA_009_001
mouse_life_stage,Early adult
