parameter_id,IMPC_CBC_011_001
gene_symbol,Bmp7
parameter_name,Iron
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.4375006
gene_accession_id,MGI:103302
analysis_id,100ua485j2j3ftm
