parameter_id,IMPC_GEL_057_001
gene_accession_id,MGI:104805
analysis_id,p49126bf020ykx5
mouse_life_stage,Early adult
parameter_name,Heart looping
mouse_strain,C57BL
pvalue,0.8732778
gene_symbol,Snrpb2
