gene_symbol,Ddx27
parameter_id,MGP_PBI_030_001
analysis_id,o2982bxazg50t4p
pvalue,0.2364768
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
gene_accession_id,MGI:2385884
