gene_accession_id,MGI:106659
gene_symbol,Sprr1b
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_OFD_016_001
pvalue,0.4528931
parameter_name,Center permanence time
analysis_id,6q36ktgcv49oh22
