parameter_name,Distance travelled - total
gene_symbol,Steap3
analysis_id,j7dh9615zi3g2jx
pvalue,2.953112e-05
gene_accession_id,MGI:1915678
mouse_strain,C57BL
parameter_id,JAX_OFD_020_001
mouse_life_stage,Early adult
