mouse_life_stage,Early adult
gene_accession_id,MGI:2181659
pvalue,0.9017538
parameter_id,IMPC_HEM_008_001
analysis_id,s34h6ft01b3o8hq
mouse_strain,C57BL
gene_symbol,Tox
parameter_name,Platelet count
