gene_symbol,Kdm5b
analysis_id,0oc70dkybd55cy1
parameter_id,JAXLA_CSD_022_001
gene_accession_id,MGI:1922855
parameter_name,Hindlimbs - size
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.5774581
