parameter_id,IMPC_EYE_092_002
analysis_id,9s68jk7vgkooguj
pvalue,0.5675419
gene_accession_id,MGI:1914061
mouse_strain,C57BL
gene_symbol,Duoxa2
parameter_name,Retina (combined)
mouse_life_stage,Early adult
