gene_symbol,Hpca
gene_accession_id,MGI:1336200
parameter_id,IMPC_XRY_025_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.1300735
parameter_name,Tibia
analysis_id,jyv5pn4g29t1529
