parameter_name,Skull shape
gene_accession_id,MGI:2446186
mouse_strain,C57BL
gene_symbol,Lpgat1
pvalue,0.391357
mouse_life_stage,E18.5
analysis_id,dw3rs96gwe667bj
parameter_id,CCP_XRY_001_001
