gene_symbol,Slc39a10
mouse_life_stage,E9.5
gene_accession_id,MGI:1914515
parameter_id,MGP_PBI_009_001
mouse_strain,C57BL
analysis_id,guuk1l3gi0og598
parameter_name,CD4+ CD44+ CD62L- alpha beta effector T cell percentage
pvalue,0.6966395
