parameter_id,JAXLA_CSD_077_001
parameter_name,Contact righting
pvalue,0.9002394
gene_accession_id,MGI:1915087
mouse_strain,C57BL
analysis_id,0me081r5b6710ms
mouse_life_stage,E12.5
gene_symbol,Tiprl
