parameter_id,JAXLA_DXA_007_001
pvalue,0.4189525
mouse_life_stage,Early adult
gene_symbol,Slc39a10
parameter_name,BMC/Body weight
mouse_strain,C57BL
analysis_id,lz6xhzgd1vbl3pl
gene_accession_id,MGI:1914515
