parameter_id,M-G-P_013_001_001
gene_accession_id,MGI:1917604
pvalue,0.2481513
mouse_life_stage,Late adult
analysis_id,s1f79kk855uc256
mouse_strain,C57BL
parameter_name,Eye
gene_symbol,Secisbp2l
