parameter_id,ESLIM_008_001_001
gene_symbol,Ap5s1
mouse_strain,C57BL
analysis_id,k20mjh8p6due536
pvalue,0.9538992
parameter_name,Body position
mouse_life_stage,Early adult
gene_accession_id,MGI:1916846
