gene_symbol,Hnf4a
analysis_id,1a7u7r2u294ni06
pvalue,0.8002992
mouse_life_stage,Late adult
parameter_id,MGP_PBI_002_001
gene_accession_id,MGI:109128
mouse_strain,C57BL
parameter_name,Alpha beta T cell percentage
