parameter_id,IMPC_ECH_001_001
gene_symbol,Lcn2
mouse_life_stage,Early adult
parameter_name,End-Systolic Diameter
pvalue,0.1297352
analysis_id,s13l70649m47rp0
gene_accession_id,MGI:96757
mouse_strain,C57BL
