gene_symbol,Inpp1
mouse_life_stage,Early adult
analysis_id,3vl82ra8wfyhib6
mouse_strain,C57BL
parameter_name,PP4 + pulse startle magnitude
parameter_id,ESLIM_011_001_010
pvalue,0.3249018
gene_accession_id,MGI:104848
