mouse_life_stage,Early adult
gene_symbol,Ninl
gene_accession_id,MGI:1925427
pvalue,1.191932
mouse_strain,C57BL
analysis_id,r3d33a40n642uvh
parameter_name,DN CD44+CD62L- NKT cells
parameter_id,IMPC_IMM_046_001
