gene_symbol,Inpp1
pvalue,0.1613154
parameter_id,MGP_PBI_032_001
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
parameter_name,CD4+ KLRG1+ alpha beta T cell number
analysis_id,sk0sux25709zr73
mouse_strain,129SV
