mouse_strain,C57BL
gene_accession_id,MGI:1924315
mouse_life_stage,Early adult
parameter_name,Forelimb grip strength normalised against body weight
pvalue,0.9762548
parameter_id,HRWLLA_GRS_010_001
gene_symbol,Ints7
analysis_id,ov9n2r024n40853
