gene_symbol,Sass6
parameter_name,Whole arena resting time
analysis_id,239c5bb8q37t569
mouse_life_stage,E12.5
parameter_id,ESLIM_007_001_003
pvalue,0.08226009
mouse_strain,C57BL
gene_accession_id,MGI:1920026
