parameter_id,IMPC_HEM_039_001
mouse_life_stage,Early adult
pvalue,0.2330873
gene_accession_id,MGI:1914256
gene_symbol,Cisd2
parameter_name,Large Unstained Cell (LUC) count
analysis_id,09eu16ct0r95x4c
mouse_strain,C57BL
