parameter_id,M-G-P_005_001_001
mouse_life_stage,Early adult
gene_symbol,Nemp2
parameter_name,Weight
mouse_strain,C57BL
pvalue,0.5548075
gene_accession_id,MGI:2444113
analysis_id,79188yg319urk4a
