mouse_strain,C57BL
analysis_id,2i4xm8xj76eeb0b
pvalue,0.3599486
parameter_name,Fractional Shortening
gene_symbol,Arnt
mouse_life_stage,Early adult
parameter_id,IMPC_ECH_005_001
gene_accession_id,MGI:88071
