parameter_id,IMPC_CSD_011_001
gene_accession_id,MGI:1929866
mouse_life_stage,Early adult
parameter_name,Coat - hair distribution - back
gene_symbol,Rgs20
pvalue,0.2681664
analysis_id,v1uct73s60851x1
mouse_strain,C59BL
